frame,p1_health,p2_health,p1_tension,p2_tension,p1_burst,p2_burst,p1_risc,p2_risc,p1_round_count,p2_round_count,p1_round_win,p1_set_win
106,0.9992669224739075,0.9998284578323364,0.018792927265167236,0.09268307685852051,1.0,1.0,0.0032784342765808105,0.005004942417144775,0,0,True,True
108,0.9986393451690674,0.9988253712654114,0.018792927265167236,0.014010012149810791,1.0,1.0,0.0036260485649108887,0.007502138614654541,0,0,True,True
110,1,0.9985274076461792,0,0.08808302879333496,1.0,1.0,0.0033516287803649902,0.009952843189239502,0,0,True,True
112,1,0.9998517036437988,0,0.046951889991760254,1.0,1.0,0.0031545162200927734,0.008500516414642334,0,0,True,True
114,1,1,0,0.04134786128997803,1.0,1.0,0.0038269758224487305,0.01062387228012085,0,0,True,True
116,1,1,0,0.04766803979873657,1.0,1.0,1.2040138244628906e-05,0,0,0,True,True
118,1,1,0,0.04554718732833862,1.0,1.0,0.0012820959091186523,0.002189159393310547,0,0,True,True
120,1,1,0,0.05947268009185791,1.0,1.0,0.002611994743347168,0.005786240100860596,0,0,True,True
122,1,1,0,0.04778778553009033,1.0,1.0,0.002334117889404297,0.00970226526260376,0,0,True,True
124,1,0.9997071623802185,0,0.050724565982818604,1.0,1.0,0.0021380186080932617,0.009764492511749268,0,0,True,True
126,1,0.9999505877494812,0,0.050913989543914795,1.0,1.0,0.0022330880165100098,0.010209143161773682,0,0,True,True
128,0.9679257273674011,1,0,0.08050882816314697,1.0,1.0,0.21260619163513184,0,0,0,True,True
130,0.9728651642799377,1,0,0.07970327138900757,1.0,1.0,0.21025735139846802,0,0,0,True,True
132,0.9717636108398438,1,0,0.08371555805206299,1.0,1.0,0.2146274447441101,0.006663382053375244,0,0,True,True
134,0.9737619161605835,1,0,0.08590054512023926,1.0,1.0,0.2123013734817505,0.008369982242584229,0,0,True,True
136,0.9718348979949951,0.999613344669342,0,0.08580136299133301,1.0,1.0,0.2169114351272583,0.010587096214294434,0,0,True,True
138,0.9710169434547424,0.9996482133865356,0.0076021552085876465,0.09610766172409058,1.0,1.0,0.21347278356552124,0.010479152202606201,0,0,True,True
140,0.972489595413208,1,0,0.09249579906463623,1.0,1.0,0.20951056480407715,0,0,0,True,True
142,0.9715165495872498,1,0,0.09072166681289673,1.0,1.0,0.2079927921295166,0,0,0,True,True
144,0.9716506004333496,1,0,0.09075117111206055,1.0,1.0,0.2114141583442688,0.0061803460121154785,0,0,True,True
146,0.9711691737174988,0.9995324611663818,0,0.08704406023025513,1.0,1.0,0.21521013975143433,0.005972564220428467,0,0,True,True
148,0.9716851711273193,0.9994574785232544,0,0.09166556596755981,1.0,1.0,0.21350210905075073,0.0075547099113464355,0,0,True,True
150,0.971882164478302,0.9995105266571045,0,0.08996498584747314,1.0,1.0,0.20996719598770142,0.006631076335906982,0,0,True,True
152,0.9719845056533813,0.9990691542625427,0,0.10427665710449219,1.0,1.0,0.21006494760513306,0.006781816482543945,0,0,True,True
154,0.9724178910255432,1,0,0.09008938074111938,1.0,1.0,0.2061690092086792,0,0,0,True,True
156,0.9715093970298767,1,0,0.012531101703643799,1.0,1.0,0.20664840936660767,0.002635478973388672,0,0,True,True
158,0.9710674285888672,0.9996530413627625,0,0.18300080299377441,1.0,1.0,0.20966863632202148,0.00516057014465332,0,0,True,True
160,0.9720192551612854,0.9995254278182983,0,0.10120093822479248,1.0,1.0,0.20898652076721191,0.005409538745880127,0,0,True,True
162,0.9723778367042542,0.9994861483573914,0,0.10769432783126831,1.0,1.0,0.2087281346321106,0.0054871439933776855,0,0,True,True
164,0.971302330493927,1,0,0.09794127941131592,1.0,1.0,0.2096726894378662,0.005854189395904541,0,0,True,True
166,0.9732242226600647,1,0,0.08296024799346924,1.0,1.0,0.20761704444885254,0,0,0,True,True
168,0.9715583920478821,1,0,0.09842652082443237,1.0,1.0,0.20818161964416504,0.0038229823112487793,0,0,True,True
170,0.9714051485061646,1,0,0.09116995334625244,1.0,1.0,0.20881938934326172,0.0021625161170959473,0,0,True,True
172,0.9706785082817078,0.9995406270027161,0,0.11886203289031982,1.0,1.0,0.21111375093460083,0.0051184892654418945,0,0,True,True
174,0.9713918566703796,0.9995439052581787,0,0.1094394326210022,1.0,1.0,0.20915693044662476,0.005072832107543945,0,0,True,True
176,0.9698475003242493,0.9995761513710022,0,0.09182310104370117,1.0,1.0,0.2097490429878235,0.0050081610679626465,0,0,True,True
178,0.9718939065933228,1,0,0.12726640701293945,1.0,1.0,0.20276188850402832,0,0,0,True,True
180,0.9710280895233154,0.8034963011741638,0.00042432546615600586,0.10570794343948364,1.0,1.0,0.1857355833053589,0.3800647258758545,0,0,True,True
